Unnamed: 0,Tipo,Usuario,Comentario,Comentario_TOKEN,Comentario_LEMA,tokens_red
311,Rosado,Elisabet Escayola, un rosado nuevo  en este caso muy suave  delicado y algo discreto   por ser cara nord y monovarietal trepat me pareció que le faltaba algo   ,"['rosado', 'nuevo', 'caso', 'suave', 'delicado', 'discreto', 'ser', 'cara', 'nord', 'monovarietal', 'trepat', 'pareció', 'faltaba']","['rosado', 'nueva', 'caso', 'suave', 'delicado', 'discreto', 'cara', 'nord', 'monovarietal', 'trepat', 'parecer', 'faltar']","['rosado', 'nueva', 'caso', 'suave', 'delicado', 'discreto', 'cara', 'nord', 'monovarietal', 'trepat', 'parecer', 'faltar']"
312,Rosado,Elisabet Escayola, un rosado de una variedad distinta a los que acostumbramos a tomar     pietro picudo  baja produccion de botellas debido a que la variedad no es muy abundante  cena con unís viejos y buenos amigos al abrigo de un buen aire acondicionado  un rosado de prieto picudo  muy frutal  cálido y a la vez fresco en boca  elaborado a partir de uvas procedentes de viejos viñedos  de más de   años  situados en el municipio de pajares de los oteros  a   metros de altitud sobre el nivel del mar   ,"['rosado', 'variedad', 'distinta', 'acostumbramos', 'tomar', 'pietro', 'picudo', 'baja', 'produccion', 'botellas', 'debido', 'variedad', 'abundante', 'cena', 'unís', 'viejos', 'buenos', 'amigos', 'abrigo', 'buen', 'aire', 'acondicionado', 'rosado', 'prieto', 'picudo', 'frutal', 'cálido', 'vez', 'fresco', 'boca', 'elaborado', 'partir', 'uvas', 'procedentes', 'viejos', 'viñedos', 'años', 'situados', 'municipio', 'pajares', 'oteros', 'metros', 'altitud', 'nivel', 'mar']","['rosado', 'variedad', 'distinta', 'tomar', 'picudo', 'baja', 'producción', 'botella', 'deber', 'variedad', 'abundante', 'cena', 'vieja', 'amigo', 'aire', 'rosado', 'prieto', 'picudo', 'frutal', 'cálido', 'vez', 'fresco', 'boca', 'elaborado', 'partir', 'uva', 'procedente', 'vieja', 'viñedo', 'año', 'situado', 'municipio', 'metro', 'altitud', 'nivel', 'mar']","['rosado', 'variedad', 'distinta', 'tomar', 'picudo', 'baja', 'producción', 'botella', 'deber', 'variedad', 'abundante', 'cena', 'vieja', 'amigo', 'aire', 'rosado', 'prieto', 'picudo', 'frutal', 'cálido', 'vez', 'fresco', 'boca', 'elaborado', 'partir', 'uva', 'procedente', 'vieja', 'viñedo', 'año', 'situado', 'municipio', 'metro', 'altitud', 'nivel', 'mar']"
313,Rosado,Elisabet Escayola, un rosado de bandera     monovarietal garnacha un vino  complejo  fresco  refinado y con una gran versatilidad de los que puedes disfrutarlo solo por puro placer  ricard rofes elabora este vino desde   este pla dels àngels nace de la fruta de una sola finca  la de su mismo nombre  una viña de garnacha plantada a     metros de altitud sobre suelos de arcilla  de color rosa palo impacta en nariz  fresas  cerezas  sandía y fruta de hueso en boca graso pero ágil  fresco  equilibrado y de gran finura   ,"['rosado', 'bandera', 'monovarietal', 'garnacha', 'vino', 'complejo', 'fresco', 'refinado', 'gran', 'versatilidad', 'puedes', 'disfrutarlo', 'solo', 'puro', 'placer', 'ricard', 'rofes', 'elabora', 'vino', 'pla', 'dels', 'àngels', 'nace', 'fruta', 'sola', 'finca', 'mismo', 'nombre', 'viña', 'garnacha', 'plantada', 'metros', 'altitud', 'suelos', 'arcilla', 'color', 'rosa', 'palo', 'impacta', 'nariz', 'fresas', 'cerezas', 'sandía', 'fruta', 'hueso', 'boca', 'graso', 'ágil', 'fresco', 'equilibrado', 'gran', 'finura']","['rosado', 'monovarietal', 'garnacha', 'complejo', 'fresco', 'refinado', 'poder', 'disfrutar', 'puro', 'placer', 'elaborar', 'pla', 'nacer', 'fruta', 'finca', 'mismo', 'viña', 'garnacha', 'plantada', 'metro', 'altitud', 'soler', 'arcilla', 'color', 'rosa', 'palo', 'nariz', 'fresa', 'cereza', 'sandía', 'fruta', 'hueso', 'boca', 'graso', 'ágil', 'fresco', 'equilibrado', 'finura']","['rosado', 'monovarietal', 'garnacha', 'complejo', 'fresco', 'refinado', 'poder', 'disfrutar', 'puro', 'placer', 'elaborar', 'pla', 'nacer', 'fruta', 'finca', 'mismo', 'viña', 'garnacha', 'plantada', 'metro', 'altitud', 'soler', 'arcilla', 'color', 'rosa', 'palo', 'nariz', 'fresa', 'cereza', 'sandía', 'fruta', 'hueso', 'boca', 'graso', 'ágil', 'fresco', 'equilibrado', 'finura']"
314,Rosado,Elisabet Escayola, un rosado interesante de una bodega muy prolífica desde sus inicios en    intenso color cereza con un ribete azul y brillante  aroma muy intenso con multitud de frutas rojas y negras  en boca es potente  amplio  con gran carnosidad y una acidez equilibrada  postgusto largo  agradable y suave   ,"['rosado', 'interesante', 'bodega', 'prolífica', 'inicios', 'intenso', 'color', 'cereza', 'ribete', 'azul', 'brillante', 'aroma', 'intenso', 'multitud', 'frutas', 'rojas', 'negras', 'boca', 'potente', 'amplio', 'gran', 'carnosidad', 'acidez', 'equilibrada', 'postgusto', 'largo', 'agradable', 'suave']","['rosado', 'interesante', 'bodega', 'inicio', 'intenso', 'color', 'cereza', 'ribete', 'azul', 'brillante', 'aroma', 'intenso', 'multitud', 'fruta', 'rojo', 'negro', 'boca', 'potente', 'amplio', 'carnosidad', 'acidez', 'equilibrado', 'postgusto', 'largo', 'agradable', 'suave']","['rosado', 'interesante', 'bodega', 'inicio', 'intenso', 'color', 'cereza', 'ribete', 'azul', 'brillante', 'aroma', 'intenso', 'multitud', 'fruta', 'rojo', 'negro', 'boca', 'potente', 'amplio', 'carnosidad', 'acidez', 'equilibrado', 'postgusto', 'largo', 'agradable', 'suave']"
315,Rosado,Elisabet Escayola, un rosado a tener muy en cuenta  pago del vicario petit verdot rosado   fue elegido por tercer año consecutivo mejor vino de españa por los miembros de la federación internacional de periodistas del vino  es un vino rosado de la vt castilla elaborado por pago del vicario     petit verdot  color frambuesa con matices de color violáceo  en nariz notas florales y de frutas rojas  expresivos matices herbáceos  en boca de entrada potente  es fresco y afrutado  muestra un gran equilibrio  ,"['rosado', 'tener', 'cuenta', 'pago', 'vicario', 'petit', 'verdot', 'rosado', 'elegido', 'tercer', 'año', 'consecutivo', 'mejor', 'vino', 'españa', 'miembros', 'federación', 'internacional', 'periodistas', 'vino', 'vino', 'rosado', 'vt', 'castilla', 'elaborado', 'pago', 'vicario', 'petit', 'verdot', 'color', 'frambuesa', 'matices', 'color', 'violáceo', 'nariz', 'notas', 'florales', 'frutas', 'rojas', 'expresivos', 'matices', 'herbáceos', 'boca', 'entrada', 'potente', 'fresco', 'afrutado', 'muestra', 'gran', 'equilibrio']","['rosado', 'contar', 'pago', 'pequeña', 'verdot', 'rosado', 'elegido', 'año', 'mejor', 'españa', 'rosado', 'elaborado', 'pago', 'pequeña', 'verdot', 'color', 'frambuesa', 'matiz', 'color', 'violáceo', 'nariz', 'nota', 'floral', 'fruta', 'rojo', 'expresivo', 'matiz', 'herbáceo', 'boca', 'entrada', 'potente', 'fresco', 'afrutado', 'muestra', 'equilibrio']","['rosado', 'contar', 'pago', 'pequeña', 'verdot', 'rosado', 'elegido', 'año', 'mejor', 'españa', 'rosado', 'elaborado', 'pago', 'pequeña', 'verdot', 'color', 'frambuesa', 'matiz', 'color', 'violáceo', 'nariz', 'nota', 'floral', 'fruta', 'rojo', 'expresivo', 'matiz', 'herbáceo', 'boca', 'entrada', 'potente', 'fresco', 'afrutado', 'muestra', 'equilibrio']"
316,Rosado,Elisabet Escayola, gran rosado del macizo del garraf  color rojo brillante  el típico rojo de las chuches  aroma fresco a frutas rojas y a gominolas  en boca algo áspero al principio pero que desaparece enseguida  nada dulce  sabor largo que invade en vertical  elegante  sobrio  intenso  el gran caus de can rafols pionero de rosados que se elabora con merlot   ,"['gran', 'rosado', 'macizo', 'garraf', 'color', 'rojo', 'brillante', 'típico', 'rojo', 'chuches', 'aroma', 'fresco', 'frutas', 'rojas', 'gominolas', 'boca', 'áspero', 'principio', 'desaparece', 'enseguida', 'dulce', 'sabor', 'largo', 'invade', 'vertical', 'elegante', 'sobrio', 'intenso', 'gran', 'caus', 'can', 'rafols', 'pionero', 'rosados', 'elabora', 'merlot']","['rosado', 'garraf', 'color', 'rojo', 'brillante', 'típico', 'rojo', 'golosina', 'aroma', 'fresco', 'fruta', 'rojo', 'golosina', 'boca', 'áspero', 'principio', 'desaparecer', 'dulce', 'sabor', 'largo', 'vertical', 'elegante', 'sobrio', 'intenso', 'rosado', 'elaborar', 'merlot']","['rosado', 'garraf', 'color', 'rojo', 'brillante', 'típico', 'rojo', 'golosina', 'aroma', 'fresco', 'fruta', 'rojo', 'golosina', 'boca', 'áspero', 'principio', 'desaparecer', 'dulce', 'sabor', 'largo', 'vertical', 'elegante', 'sobrio', 'intenso', 'rosado', 'elaborar', 'merlot']"
317,Rosado,Elisabet Escayola, picamos por el nombre y la etiqueta he de confesarlo  además un rosado apetecía  así que a por él  garnacha y cariñena  un rosado procedente de las terrazas del ebro que reivindica el carácter de la ciudad de barcelona  su etiqueta quiere representar el arte urbano de la ciudad a través de una foto tomada el día de san valentín de   en nariz cuenta con los aromas propios de un rosado de estas características  cerezas  grosellas y flores  en boca es fresco y ligero  con una acidez muy bien integrada   ,"['picamos', 'nombre', 'etiqueta', 'confesarlo', 'además', 'rosado', 'apetecía', 'así', 'garnacha', 'cariñena', 'rosado', 'procedente', 'terrazas', 'ebro', 'reivindica', 'carácter', 'ciudad', 'barcelona', 'etiqueta', 'quiere', 'representar', 'arte', 'urbano', 'ciudad', 'través', 'foto', 'tomada', 'día', 'san', 'valentín', 'nariz', 'cuenta', 'aromas', 'propios', 'rosado', 'características', 'cerezas', 'grosellas', 'flores', 'boca', 'fresco', 'ligero', 'acidez', 'bien', 'integrada']","['etiqueta', 'rosado', 'apetecer', 'garnacha', 'cariñena', 'rosado', 'procedente', 'terraza', 'ebro', 'carácter', 'ciudad', 'etiqueta', 'arte', 'ciudad', 'foto', 'tomado', 'nariz', 'contar', 'aroma', 'propia', 'rosado', 'característica', 'cereza', 'grosella', 'flor', 'boca', 'fresco', 'ligero', 'acidez', 'integrada']","['etiqueta', 'rosado', 'apetecer', 'garnacha', 'cariñena', 'rosado', 'procedente', 'terraza', 'ebro', 'carácter', 'ciudad', 'etiqueta', 'arte', 'ciudad', 'foto', 'tomado', 'nariz', 'contar', 'aroma', 'propia', 'rosado', 'característica', 'cereza', 'grosella', 'flor', 'boca', 'fresco', 'ligero', 'acidez', 'integrada']"
318,Rosado,Elisabet Escayola, buen ribera rosado de felix callejo elaborador de grandes vinos  este vino está dedicado a su esposa pilar  color grosella  aroma intenso a frutos rojos y notas a chuches  en boca tiene entrada fresca  con gran amplitud  sedoso y marcado carácter frutal y varietal en el postgusto  largo y persistente  elaborado por    tempranillo y con sangrado de sus mismos fermentado en roble francés  me gusta  ,"['buen', 'ribera', 'rosado', 'felix', 'callejo', 'elaborador', 'grandes', 'vinos', 'vino', 'dedicado', 'esposa', 'pilar', 'color', 'grosella', 'aroma', 'intenso', 'frutos', 'rojos', 'notas', 'chuches', 'boca', 'entrada', 'fresca', 'gran', 'amplitud', 'sedoso', 'marcado', 'carácter', 'frutal', 'varietal', 'postgusto', 'largo', 'persistente', 'elaborado', 'tempranillo', 'sangrado', 'mismos', 'fermentado', 'roble', 'francés', 'gusta']","['rosado', 'elaborador', 'grande', 'dedicado', 'esposa', 'color', 'grosella', 'aroma', 'intenso', 'fruta', 'rojo', 'nota', 'golosina', 'boca', 'entrada', 'fresco', 'amplitud', 'sedoso', 'marcada', 'carácter', 'frutal', 'varietal', 'postgusto', 'largo', 'persistente', 'elaborado', 'tempranillo', 'sangrado', 'mismo', 'fermentado', 'roble', 'francés', 'gustar']","['rosado', 'elaborador', 'grande', 'dedicado', 'esposa', 'color', 'grosella', 'aroma', 'intenso', 'fruta', 'rojo', 'nota', 'golosina', 'boca', 'entrada', 'fresco', 'amplitud', 'sedoso', 'marcada', 'carácter', 'frutal', 'varietal', 'postgusto', 'largo', 'persistente', 'elaborado', 'tempranillo', 'sangrado', 'mismo', 'fermentado', 'roble', 'francés', 'gustar']"
319,Rosado,Elisabet Escayola, este quizás sea el más famoso  la bodega del grifo de lanzarote  quien no ha oído hablar de ella  es la bodega más antigua de canarias  empresa familiar desde    color rosa frambuesa  aroma fruta fresca y floral  recuerdos de frambuesa y casis  en boca alegre  bien equilibrado  con final afrutado y agradable  donde vuelven a resaltar las notas florales y de fruta  sus metodos   muros de abrigo de piedra volcánica  capa de picón que impide la evaporación     plantas ha     kg ha  casi un imposible   ,"['quizás', 'famoso', 'bodega', 'grifo', 'lanzarote', 'oído', 'hablar', 'bodega', 'antigua', 'canarias', 'empresa', 'familiar', 'color', 'rosa', 'frambuesa', 'aroma', 'fruta', 'fresca', 'floral', 'recuerdos', 'frambuesa', 'casis', 'boca', 'alegre', 'bien', 'equilibrado', 'final', 'afrutado', 'agradable', 'vuelven', 'resaltar', 'notas', 'florales', 'fruta', 'metodos', 'muros', 'abrigo', 'piedra', 'volcánica', 'capa', 'picón', 'impide', 'evaporación', 'plantas', 'kg', 'casi', 'imposible']","['famoso', 'bodega', 'oído', 'hablar', 'bodega', 'antigua', 'empresa', 'familiar', 'color', 'rosa', 'frambuesa', 'aroma', 'fruta', 'fresco', 'floral', 'recordar', 'frambuesa', 'boca', 'alegre', 'equilibrado', 'final', 'afrutado', 'agradable', 'nota', 'floral', 'fruta', 'piedra', 'volcánica', 'capa', 'picón', 'plantar', 'kg', 'imposible']","['famoso', 'bodega', 'oído', 'hablar', 'bodega', 'antigua', 'empresa', 'familiar', 'color', 'rosa', 'frambuesa', 'aroma', 'fruta', 'fresco', 'floral', 'recordar', 'frambuesa', 'boca', 'alegre', 'equilibrado', 'final', 'afrutado', 'agradable', 'nota', 'floral', 'fruta', 'piedra', 'volcánica', 'capa', 'picón', 'plantar', 'kg', 'imposible']"
320,Rosado,Elisabet Escayola, rosado muy correcto   elaborado con merlot  de color rosa  casi rojo  tonos rubí  claro  limpio y con reflejos violeta  se perciben aromas de fruta roja  fresas  frambuesa  con un fondo láctico que combinados  pueden recordar a un chicle de fresa  con una entrada suave en boca  un rosado equilibrado  redondo  con una acidez presente  pero bien combinada con aromas frutales y un cuerpo más que notable en un vino rosado  y con un final largo  correcto pero sin enamorar   ,"['rosado', 'correcto', 'elaborado', 'merlot', 'color', 'rosa', 'casi', 'rojo', 'tonos', 'rubí', 'claro', 'limpio', 'reflejos', 'violeta', 'perciben', 'aromas', 'fruta', 'roja', 'fresas', 'frambuesa', 'fondo', 'láctico', 'combinados', 'pueden', 'recordar', 'chicle', 'fresa', 'entrada', 'suave', 'boca', 'rosado', 'equilibrado', 'redondo', 'acidez', 'presente', 'bien', 'combinada', 'aromas', 'frutales', 'cuerpo', 'notable', 'vino', 'rosado', 'final', 'largo', 'correcto', 'enamorar']","['rosado', 'correcto', 'elaborado', 'merlot', 'color', 'rosa', 'rojo', 'tono', 'rubí', 'claro', 'limpio', 'reflejo', 'violeta', 'percibir', 'aroma', 'fruta', 'rojo', 'fresa', 'frambuesa', 'fondo', 'láctico', 'poder', 'recordar', 'fresa', 'entrada', 'suave', 'boca', 'rosado', 'equilibrado', 'redondo', 'acidez', 'presente', 'combinada', 'aroma', 'frutal', 'cuerpo', 'notable', 'rosado', 'final', 'largo', 'correcto']","['rosado', 'correcto', 'elaborado', 'merlot', 'color', 'rosa', 'rojo', 'tono', 'rubí', 'claro', 'limpio', 'reflejo', 'violeta', 'percibir', 'aroma', 'fruta', 'rojo', 'fresa', 'frambuesa', 'fondo', 'láctico', 'poder', 'recordar', 'fresa', 'entrada', 'suave', 'boca', 'rosado', 'equilibrado', 'redondo', 'acidez', 'presente', 'combinada', 'aroma', 'frutal', 'cuerpo', 'notable', 'rosado', 'final', 'largo', 'correcto']"
321,Rosado,Elisabet Escayola, rosado con garra  color rojo frambuesa  intenso  vivo  recuerda al de las  chuches   monovarietal mencia   aromas a fruta roja  florales  balsámicas  hinojo  lácteas  golosinas y notas a pimienta blanca en boca voluminoso  estructurado  suave  untuoso  frutal con buena acidez ligeramente amargo  ,"['rosado', 'garra', 'color', 'rojo', 'frambuesa', 'intenso', 'vivo', 'recuerda', 'chuches', 'monovarietal', 'mencia', 'aromas', 'fruta', 'roja', 'florales', 'balsámicas', 'hinojo', 'lácteas', 'golosinas', 'notas', 'pimienta', 'blanca', 'boca', 'voluminoso', 'estructurado', 'suave', 'untuoso', 'frutal', 'buena', 'acidez', 'ligeramente', 'amargo']","['rosado', 'garra', 'color', 'rojo', 'frambuesa', 'intenso', 'vivir', 'recordar', 'golosina', 'monovarietal', 'mencía', 'aroma', 'fruta', 'rojo', 'floral', 'balsámico', 'hinojo', 'lácteo', 'golosina', 'nota', 'pimienta', 'blanca', 'boca', 'voluminoso', 'estructurado', 'suave', 'untuoso', 'frutal', 'acidez', 'ligeramente', 'amargo']","['rosado', 'garra', 'color', 'rojo', 'frambuesa', 'intenso', 'vivir', 'recordar', 'golosina', 'monovarietal', 'mencía', 'aroma', 'fruta', 'rojo', 'floral', 'balsámico', 'hinojo', 'lácteo', 'golosina', 'nota', 'pimienta', 'blanca', 'boca', 'voluminoso', 'estructurado', 'suave', 'untuoso', 'frutal', 'acidez', 'ligeramente', 'amargo']"
322,Rosado,Elisabet Escayola, rosado golosina  de una bodega muy interesante de la que ya he colgado algunas cosas muy recomendables  este rosado tiene temperamento  no pasa desapercibido  montsant elaborado unicamente con syrah  producción de   botellas  un rosado diferente  con más cuerpo y estructura  un vino con notas especiadas  balsámicas  goloso  amplio y con una buena sensación de fresco  muy recomendable  ,"['rosado', 'golosina', 'bodega', 'interesante', 'colgado', 'cosas', 'recomendables', 'rosado', 'temperamento', 'pasa', 'desapercibido', 'montsant', 'elaborado', 'unicamente', 'syrah', 'producción', 'botellas', 'rosado', 'diferente', 'cuerpo', 'estructura', 'vino', 'notas', 'especiadas', 'balsámicas', 'goloso', 'amplio', 'buena', 'sensación', 'fresco', 'recomendable']","['rosado', 'golosina', 'bodega', 'interesante', 'colgado', 'cosa', 'recomendable', 'rosado', 'pasar', 'montsant', 'elaborado', 'syrah', 'producción', 'botella', 'rosado', 'diferente', 'cuerpo', 'estructura', 'nota', 'especiado', 'balsámico', 'goloso', 'amplio', 'sensación', 'fresco', 'recomendable']","['rosado', 'golosina', 'bodega', 'interesante', 'colgado', 'cosa', 'recomendable', 'rosado', 'pasar', 'montsant', 'elaborado', 'syrah', 'producción', 'botella', 'rosado', 'diferente', 'cuerpo', 'estructura', 'nota', 'especiado', 'balsámico', 'goloso', 'amplio', 'sensación', 'fresco', 'recomendable']"
323,Rosado,Elisabet Escayola, rosado de una bodega recientemente descubierta por mi  cortijo de los aguilares     tempranillo      syrah      petit verdot  sin paso por barrica  aromas florales  graso en boca   intenso   acidez natural y frescura  parte del vino de esta añada se elaboró en depósito ovoide de hormigón con lo que pretenden una mayor complejidad y estabilidad del color que creo consiguen  vino para maridar con interesantes y amenas conversaciones  con amigos sin complejos y gran dosis de sinceridad  como los míos   ,"['rosado', 'bodega', 'recientemente', 'descubierta', 'cortijo', 'aguilares', 'tempranillo', 'syrah', 'petit', 'verdot', 'paso', 'barrica', 'aromas', 'florales', 'graso', 'boca', 'intenso', 'acidez', 'natural', 'frescura', 'parte', 'vino', 'añada', 'elaboró', 'depósito', 'ovoide', 'hormigón', 'pretenden', 'mayor', 'complejidad', 'estabilidad', 'color', 'creo', 'consiguen', 'vino', 'maridar', 'interesantes', 'amenas', 'conversaciones', 'amigos', 'complejos', 'gran', 'dosis', 'sinceridad']","['rosado', 'bodega', 'reciente', 'cortijo', 'tempranillo', 'syrah', 'pequeña', 'verdot', 'paso', 'barrica', 'aroma', 'floral', 'graso', 'boca', 'intenso', 'acidez', 'natural', 'frescor', 'añada', 'elaborar', 'depósito', 'hormigón', 'mayor', 'complejidad', 'color', 'creer', 'maridar', 'interesante', 'amigo', 'complejo']","['rosado', 'bodega', 'reciente', 'cortijo', 'tempranillo', 'syrah', 'pequeña', 'verdot', 'paso', 'barrica', 'aroma', 'floral', 'graso', 'boca', 'intenso', 'acidez', 'natural', 'frescor', 'añada', 'elaborar', 'depósito', 'hormigón', 'mayor', 'complejidad', 'color', 'creer', 'maridar', 'interesante', 'amigo', 'complejo']"
324,Rosado,Elisabet Escayola, cava rosado para empezar el almuerzo de navidad  a pesar de ejercer de aperitivo entra de maravilla  coupage de macabeo  xarel lo  perellada y monastrell  su burbuja es fina y exhibe unas notas de hierbas y flores secas muy atractivas  con un fondo de lías  elegante y muy bueno gracias a la aportación del monastrell  recomendable sin duda   ,"['cava', 'rosado', 'empezar', 'almuerzo', 'navidad', 'pesar', 'ejercer', 'aperitivo', 'entra', 'maravilla', 'coupage', 'macabeo', 'xarel', 'perellada', 'monastrell', 'burbuja', 'fina', 'exhibe', 'unas', 'notas', 'hierbas', 'flores', 'secas', 'atractivas', 'fondo', 'lías', 'elegante', 'bueno', 'gracias', 'aportación', 'monastrell', 'recomendable', 'duda']","['cava', 'rosado', 'empezar', 'almuerzo', 'navidad', 'pesar', 'aperitivo', 'entrar', 'maravilla', 'coupage', 'macabeo', 'xarel', 'monastrell', 'burbuja', 'fina', 'nota', 'hierba', 'flor', 'seco', 'fondo', 'elegante', 'gracia', 'aportación', 'monastrell', 'recomendable', 'duda']","['cava', 'rosado', 'empezar', 'almuerzo', 'navidad', 'pesar', 'aperitivo', 'entrar', 'maravilla', 'coupage', 'macabeo', 'xarel', 'monastrell', 'burbuja', 'fina', 'nota', 'hierba', 'flor', 'seco', 'fondo', 'elegante', 'gracia', 'aportación', 'monastrell', 'recomendable', 'duda']"
325,Rosado,Elisabet Escayola, rosado más que correcto pero ese día tenía algún rival peleón que no le dejó estar en las primeras posiciones  vino del pla de bages  monovarietal merlot  situada en la localidad de maians cerca del castillo de maians construido el año    viñedos de   y bodega de    color rosa oscuro intenso   recuerda al tomate  aroma a fruta roja mentas pera madura y cierto matiz floral   ,"['rosado', 'correcto', 'día', 'algún', 'rival', 'peleón', 'dejó', 'primeras', 'posiciones', 'vino', 'pla', 'bages', 'monovarietal', 'merlot', 'situada', 'localidad', 'maians', 'cerca', 'castillo', 'maians', 'construido', 'año', 'viñedos', 'bodega', 'color', 'rosa', 'oscuro', 'intenso', 'recuerda', 'tomate', 'aroma', 'fruta', 'roja', 'mentas', 'pera', 'madura', 'cierto', 'matiz', 'floral']","['rosado', 'correcto', 'primer', 'pla', 'monovarietal', 'merlot', 'situado', 'localidad', 'año', 'viñedo', 'bodega', 'color', 'rosa', 'oscuro', 'intenso', 'recordar', 'tomate', 'aroma', 'fruta', 'rojo', 'pera', 'madura', 'matiz', 'floral']","['rosado', 'correcto', 'primer', 'pla', 'monovarietal', 'merlot', 'situado', 'localidad', 'año', 'viñedo', 'bodega', 'color', 'rosa', 'oscuro', 'intenso', 'recordar', 'tomate', 'aroma', 'fruta', 'rojo', 'pera', 'madura', 'matiz', 'floral']"
326,Rosado,Elisabet Escayola, me gusta la historia de este hombre y me gusta por el año en el que nace esta bodega   rosado elaborado con pinot noir este mismo año  color rosa palo  pálido   transparente     es el número de placa que llevaba jean león cuando trabajaba de taxista en los estados unidos   ,"['gusta', 'historia', 'hombre', 'gusta', 'año', 'nace', 'bodega', 'rosado', 'elaborado', 'pinot', 'noir', 'mismo', 'año', 'color', 'rosa', 'palo', 'pálido', 'transparente', 'número', 'placa', 'llevaba', 'jean', 'león', 'trabajaba', 'taxista', 'unidos']","['gustar', 'historia', 'hombre', 'gustar', 'año', 'nacer', 'bodega', 'rosado', 'elaborado', 'pinot', 'negro', 'mismo', 'año', 'color', 'rosa', 'palo', 'pálido', 'transparente', 'número', 'llevaba', 'jean']","['gustar', 'historia', 'hombre', 'gustar', 'año', 'nacer', 'bodega', 'rosado', 'elaborado', 'pinot', 'negro', 'mismo', 'año', 'color', 'rosa', 'palo', 'pálido', 'transparente', 'número', 'llevaba', 'jean']"
327,Rosado,Elisabet Escayola, vino rosado de variedad syrah  terroir de piedras  gravilla  arcilla y granito  bodega capafons ossó  color rojo brillante  aroma a frutas negras  en boca sorprende por su recorrido corto de inicio intenso  diferente      ,"['vino', 'rosado', 'variedad', 'syrah', 'terroir', 'piedras', 'gravilla', 'arcilla', 'granito', 'bodega', 'capafons', 'ossó', 'color', 'rojo', 'brillante', 'aroma', 'frutas', 'negras', 'boca', 'sorprende', 'recorrido', 'corto', 'inicio', 'intenso', 'diferente']","['rosado', 'variedad', 'syrah', 'tierra', 'piedra', 'arcilla', 'granito', 'bodega', 'capafons', 'color', 'rojo', 'brillante', 'aroma', 'fruta', 'negro', 'boca', 'sorprender', 'recorrido', 'corto', 'inicio', 'intenso', 'diferente']","['rosado', 'variedad', 'syrah', 'tierra', 'piedra', 'arcilla', 'granito', 'bodega', 'capafons', 'color', 'rojo', 'brillante', 'aroma', 'fruta', 'negro', 'boca', 'sorprender', 'recorrido', 'corto', 'inicio', 'intenso', 'diferente']"
328,Rosado,Elisabet Escayola, color cereza intenso  lagrima modesta y olor a frutas rojas con cierto aroma especial que no he sabido identificar  sabor nada dulce  sobrio y con cuerpo  como rosado muy completo   me ha gustado  ,"['color', 'cereza', 'intenso', 'lagrima', 'modesta', 'olor', 'frutas', 'rojas', 'cierto', 'aroma', 'especial', 'sabido', 'identificar', 'sabor', 'dulce', 'sobrio', 'cuerpo', 'rosado', 'completo', 'gustado']","['color', 'cereza', 'intenso', 'lágrima', 'olor', 'fruta', 'rojo', 'aroma', 'especial', 'sabor', 'identificar', 'sabor', 'dulce', 'sobrio', 'cuerpo', 'rosado', 'completo', 'gustar']","['color', 'cereza', 'intenso', 'lágrima', 'olor', 'fruta', 'rojo', 'aroma', 'especial', 'sabor', 'identificar', 'sabor', 'dulce', 'sobrio', 'cuerpo', 'rosado', 'completo', 'gustar']"
329,Rosado,Elisabet Escayola, color rojizo  intenso  olor a frutos rojos y sabor redondo  suave sin asperezas  buen rosado  ,"['color', 'rojizo', 'intenso', 'olor', 'frutos', 'rojos', 'sabor', 'redondo', 'suave', 'asperezas', 'buen', 'rosado']","['color', 'rojizo', 'intenso', 'olor', 'fruta', 'rojo', 'sabor', 'redondo', 'suave', 'rosado']","['color', 'rojizo', 'intenso', 'olor', 'fruta', 'rojo', 'sabor', 'redondo', 'suave', 'rosado']"
330,Rosado,Elisabet Escayola, rosado con sabor neutro  olor suave con matices de fruta poco dulces  ,"['rosado', 'sabor', 'neutro', 'olor', 'suave', 'matices', 'fruta', 'dulces']","['rosado', 'sabor', 'olor', 'suave', 'matiz', 'fruta', 'dulce']","['rosado', 'sabor', 'olor', 'suave', 'matiz', 'fruta', 'dulce']"
331,Rosado,Elisabet Escayola, montsant y rosado   buena combinación  elegante  sin estridencias  pero con cuerpo  ,"['montsant', 'rosado', 'buena', 'combinación', 'elegante', 'estridencias', 'cuerpo']","['montsant', 'rosado', 'combinación', 'elegante', 'estridencia', 'cuerpo']","['montsant', 'rosado', 'combinación', 'elegante', 'estridencia', 'cuerpo']"
332,Rosado,Elisabet Escayola, la botella genera demasiadas expectativas  lastima      ,"['botella', 'genera', 'demasiadas', 'expectativas', 'lastima']","['botella', 'expectativa']","['botella', 'expectativa']"
